3332146	Miralay Cemil Cahit Toydemir'in başlattığı Erciyes tırmanışı 100 yıldır devam ediyor
3332147	جيروزاليم بوست: الحرب مع "حزب الله" باتت أقرب من أي وقت
3332148	تا ئێستا چوار ھەزار و ٤٤٨ سەربازیی ئیسرائیل لە شەڕی غەززە برینداربوون
3332149	3 killed in helicopter crash in Russia’s Far East
3332150	Alex'li Antalyaspor sahasında "güçlü"
3332151	Mianmari përfshihet nga përmbytje të mëdha, rreth 300 persona humbin jetën
3332153	HABAŞ, yaklaşık 1 milyar avro yatırımla otomobil ve ticari araç üretecek
3332154	THY'den bazı Güney Avrupa ülkelerine avantajlı bilet kampanyası
3332155	Qeyda pêşda ya hecê û nûkirina qeydan heta 27ê Îlonê hat direjkirin
3332156	SAD planira prodaju vojne opreme Tajvanu u vrijednosti od 228 miliona dolara
3332157	 Skoro 300 žrtava i velike štete zbog poplava u Mijanmaru
3332158	الاتحاد الأوروبي يزيد مشترياته من الغاز المسال الروسي
3332159	Li Japonyayê nifûsê ji 100 salî mezintir cara ewil derket ser 95 hezarî
3332160	Eski ABD Başkanı Trump'tan, kripto para sektörüne giriş sinyali
3332161	Göçerlerin ayrılmaya başladığı Sinek Yaylası'ndaki hayvanlar çobanlara emanet
3332162	Emekli edilen 3 mayın arama köpeğine özenli bakım
3332163	تشدید قوانین ضد پناهجویی در اروپا؛ افزایش اخراج پناهجویان ایرانی از آلمان
3332164	В Баку состоялся форум безопасности
3332165	ترکیه سال گذشته 56.5 میلیارد دلار در بخش خدمات صادرات انجام داد
3332166	سوودانی: "بەمزووانە وادەی کۆتاییھێنان بە ئەرکی ھاوپەیمانی نێودەوڵەتی لە عێراق ڕادەگەیەنین"
3332168	AK Parti Genel Başkan Yardımcısı İleri, Menderes, Zorlu ve Polatkan'ı vefatının 63. yılında andı
3332169	La masacre de Sabra y Chatila: una herida abierta en la mente de todos los palestinos tras 42 años
3332170	В МО РФ сообщили о перехвате 16 дронов над российскими регионами за ночь
3332173	Gola Arînê ya li Bidlîsê mazûvaniya flamîngoyan dike
3332174	Дания предоставит Молдове финансовую поддержку на сумму более 9 млн евро
3332175	Кина ги смета САД за одговорни за неуспехот да се постигне прекин на огнот во Газа
3332176	Izraelski vojnici na Zapadnoj obali pritvorili desetero Palestinaca, uključujući tri žene
3332177	الفيدرالي الأمريكي: محاولة اغتيال ترامب أمر شديد الخطورة
3332178	В Монголии прошла международная конференция «Гоби: зеленое будущее против опустынивания»
3332181	Kapadokya'da sahipsiz köpeğin saldırdığı turist yaralandı
3332182	Japan: Broj stogodišnjaka povećan na rekordnih 95.000
3332183	Турецкие силы безопасности нейтрализовали особо опасных террористов РКК
3332185	Irak će uskoro objaviti datum završetka misije koalicije predvođene SAD-om
3332186	السوداني: لا حاجة لبقاء التحالف الدولي بالعراق فداعش لم يعد تحديا
3332187	Elon Musk, Brezilya ve dijital egemenlik savaşı
3332188	Myanmar : Les inondations provoquées par le typhon Yagi causent près de 300 morts
3332190	Türkiye Madenciler Derneği Başkanı Yılmaz'dan iş güvenliği açıklaması
3332191	Trump pesnê Servîsa Nehênî da ku midaxleya "hewldana êrîşê" ya li dijî wî kir
3332192	Kaplıcalarıyla ünlü Havza yeni yatırımlarla bölgesinde turizm merkezi olmak istiyor
3332194	Zelenski: Plan ukrajinske ratne pobjede spreman 90 posto
3332198	الجيش الإسرائيلي يعتقل 30 فلسطينيا في الضفة الغربية
3332199	Les cours du brut en hausse sur fond d'arrêt de l'offre américaine et de paris sur la baisse des taux d’intérêt
3332200	MİT Başkanı Kalın, Ermenistan-Azerbaycan barışının bölgeye istikrar sağlayacağını söyledi
3332203	Nagli pad trgovinske razmjene između Velike Britanije i EU nakon Brexita
3332204	ВКС РФ провели успешный пуск ракеты-носителя «Ангара-1.2» с космодрома «Плесецк»
3332205	الجيش الأمريكي يكمل انسحابه من النيجر
3332206	Yeni nesil yerli yalıtım malzemesi TEKNOFEST'te ödül getirdi
3332207	France : l'UJFP appelle à la solidarité des Français juifs avec la population palestinienne
3332211	السودانی: ماموریت نیروهای ائتلاف به رهبری آمریکا در عراق به پایان می‌رسد
3332212	TKİ'de iş kazaları son 20 yılda yüzde 85 azaldı
3332214	Ukraine says Russia conducted drone attack on energy facilities in Sumy region
3332215	Serokomar Erdogan wê cara 14emîn di Lijneya Giştî ya Neteweyên Yekbûyî da biaxive
3332216	Türkiye, tarımsal üretim ve gıda arz güvenliğinde hangi adımları attı? Tarım dosyası 1. Bölüm
3332217	UCM'nin turnusol kağıdı: Netanyahu tutuklanacak mı?
3332218	Atatürk'ün Rize'ye gelişinin 100. yıl dönümü törenle kutlandı
3332219	Mali : des coups de feu et des détonations entendus à Bamako
3332220	شمار قربانیان حملات اسرائیل به غزه به 41 هزار و 252 نفر رسید
3332221	Turkish private sector’s foreign loans rise to $173 billion by July
3332222	صحة غزة: ارتفاع حصيلة الشهداء إلى 41 ألفا و252 منذ 7 أكتوبر
3332223	Oil prices rise amid US supply disruptions, anticipation of Federal Reserve rate cut
3332224	BM'den Gazze Şeridi'nde kemirgen ve böceklerin yayılabileceği uyarısı
3332225	ABD'nin North Carolina eyaletine 12 saatte 304 milimetre yağış düştü
3332226	Türkiye, DASK organizasyonuyla WFCP'ye ilk kez ev sahipliği yapacak
3332228	Scores killed, injured in Israeli airstrikes on Gaza refugee camp
3332229	White House slams Musk's 'irresponsible' comments
3332230	YÖK Başkanı Özvar: Türkiye, yükseköğretimde dijitalleşme ve yapay zeka konusunda iyi bir konumda 
3332231	Israel kills 26 more Gazans as death toll passes 41,250
3332232	Dışişleri Bakanı Fidan, Temas Grubu Toplantısı'na katılmak üzere Ürdün'ü ziyaret edecek
3332233	صحيفة إسرائيلية: ضم جدعون ساعر للحكومة قد يتم مساء الثلاثاء 
3332234	Bolu'daki klinik, diş ve çene bozuklukları tedavisinde bölgenin hizmetinde
3332236	Erzurum'da sağanak etkili oldu
3332237	رئیس جمهور ترکیه برای چهاردهمین بار در مجمع عمومی سازمان ملل سخنرانی خواهد کرد
3332238	Mali'nin başkenti Bamako'da silah sesleri duyuldu
3332240	Acılı anne, 39 yıl önce doğumdan sonra öldüğü söylenen oğlunu arıyor 
3332241	Izvjestilac UN-a George Katrougalos: Žalosno da evropske zemlje i dalje prodaju oružje Izraelu
3332242	OPINION - Elon Musk, Brazil, and the battle for digital sovereignty
3332243	Tekirdağlı balıkçılar Marmara'da umduğunu bulamayınca rotayı Karadeniz'e çevirdi
3332244	Unutulmaya yüz tutan saraçlığa ilerleyen yaşına rağmen veda etmiyor
3332245	Ahi seçilen İlhan usta, dededen miras ocağında 64 yıldır köfte pişiriyor
3332246	Iğdır'ın "badem ormanı" erozyonu önledi, köylüye ek gelir sağladı
3332247	UE : Séjourné nommé vice-président de la Commission européenne, chargé de la stratégie industrielle
3332248	Hillary Clinton poziva na podizanje optužnica protiv Amerikanaca za širenje ruske izborne propagande
3332249	Замокот во Пертек, среде езеро во Туркије, ги привлекува туристите со својата убавина
3332252	Trump'a suikast girişiminin şüphelisi, kitabında İran'a eski başkanı öldürme çağrısı yapmış
3332253	Malian military foils 'terror' attack on Gendarmerie school in capital
3332254	Dünya Meteoroloji Örgütü: Ozon tabakası uzun vadeli iyileşme yolunda ilerliyor
3332255	Eski dünya liderleri, Biden'dan Küba'nın "Terörizme Destek Veren Ülkeler" listesinden çıkarılmasını istedi
3332257	Di êrîşên Îsraîlê yên li dijî Xezeyê da hejmara kuştiyan derket 41 hezar û 252yan
3332258	إسرائيل تعلن اغتيال قائد ميداني بالجهاد الإسلامي في خان يونس
3332259	Bakan Göktaş: Aile ve Gençlik Fonu kapsamında Osmaniye'den başvuruları almaya başlayacağız
3332260	گزارشگر سازمان ملل: ادامه فروش تسلیحات از اروپا به اسرائیل «مایوس‌کننده» است
3332261	کالین: توافق صلح بین ارمنستان و آذربایجان ثبات در منطقه را تامین خواهد کرد
3332262	Ministarstvo zdravlja: Broj umrlih u Sudanu od izbijanja kolere povećan na 315
3332264	Les urgences en France à l'été 2024 : 61 % des services ont dû fermer des lignes médicales
3332265	ئەمریکا: "بوونی حووسییەکان و حەماس لە عێراق قەیرانی ئەو وڵاتە قوڵتر دەکات"
3332267	Li paytextê Maliyê Bamakoyê dengê çekan hat bihîstin
3332269	Ushtria amerikane përfundon tërheqjen nga Nigeri
3332270	Li Zozanê Sînegê koçer dadigerin û heywan emanetî şivanan in
3332272	City that could have been: Untold story of Russia’s Vologda
3332273	Halil dede 80 yaşında kerpiç döküyor
3332274	Rritet në 41.252 numri i palestinezëve të vrarë nga sulmet izraelite në Gaza
3332275	"حزب الله" يستهدف 3 مواقع عسكرية شمال إسرائيل
3332276	"Yılın çırağı"nın hayali kendi terzi atölyesini kurmak
3332277	Mal tanımı ve kodlama sisteminde uluslararası uyum 
3332278	Antarktika'da keşfedilen "Mars kayası" Osaka EXPO 2025'te sergilenecek
3332279	İsrail hükümeti "kuzeydeki vatandaşlarının evlerine dönmesini" savaşın yeni hedefi olarak açıkladı
3332280	جوبا متفائلة باستئناف تصدير النفط عبر السودان
3332281	ABD saldırısında bacaklarını kaybeden Iraklı Hudayyir, 21 yıldır adalet arıyor
3332282	Večeras počinje UEFA Liga šampiona u novom formatu
3332285	Di meha tebaxê da bihayê kirêya xaniyan herî zêde li Konyayê pêk hat
3332286	Число жертв последствий тайфуна «Яги» в Мьянме увеличилось до 226 человек 
3332288	Borsa İstanbul'da gong Durukan Şekerleme için çaldı
3332290	EU Commission chief unveils designated commissioners for next 5 years
3332291	Li Erziromê baran barî
3332294	Северна Македонија реагира за фотографирањето „само со бугарски знамиња“
3332298	Des bombardements aériens israéliens contre un camp de réfugiés de Gaza font des dizaines de morts et de blessés
3332299	صحيفة: إذا لم تبدأ عملية لبنان في 4-6 أسابيع فستستحيل حتى ربيع 2025 
3332300	برگزاری نشست بزرگداشت «اردوی اسلامی قفقاز و انور پاشا» در آنکارا
3332301	Првпат во Јапонија повеќе од 95.000 лица се на возраст над 100 години
3332302	Japoni, popullsia mbi 100-vjeç kalon për herë të parë mbi 95 mijë
3332303	"Devler Ligi"nde 70. sezon heyecanı başlıyor
3332304	Bekçiliğini yaptığı araziyi değerlendirip yılda 3 ton deniz börülcesi üretimine ulaştı
3332305	Cumhurbaşkanı Yardımcısı Yılmaz: AK Parti istikrar içinde değişen bir partidir
3332306	Tekstil fabrikalarından aldığı üretim fazlası kumaşları giysiye dönüştürüyor
3332307	Lebanon’s Hezbollah, Israel trade attacks as border tension mounts
3332308	Antalya'da caretta caretta yavrularının yuvalarından çıkışı görüntülendi
3332309	Ukrajina tvrdi da je Rusija izvela napad dronovima na energetske objekte u regiji Sumi
3332311	استراتژی ترکیه در آمریکای لاتین و کارائیب باعث افزایش 15 برابری حجم تجارت شد
3332313	Кабмин РФ одобрил строительство нефтепровода в Республике Конго
3332315	Armenia-Azerbaijan peace crucial for Caucasus stability, says Turkish intelligence chief
3332317	Turkish foreign minister to take part in Gaza contact group meeting in Jordan
3332318	Russia approves draft deal on construction of oil pipeline in Republic of Congo
3332319	مالي.. دوي أصوات انفجارات وإطلاق نار في باماكو
3332320	Türkiye dünyanın en büyük İHA-SİHA tedarikçisi oldu
3332321	UPDATE - Vojska Malija spriječila teroristički napad na žandarmerijsku školu u Bamaku
3332322	ژمارەی کوژراوانی کۆمەڵکوژییەکانی ئیسرائیل لە غەززە بەرزبووەوە بۆ ٤١ ھەزار و ٢٥٢ کەس
3332323	در خواست از بایدن جهت حذف کوبا از فهرست "کشورهای حامی تروریسم"
3332324	Desetine poginulih i povrijeđenih u izraelskim vazdušnim napadima na izbjeglički kamp u Gazi
3332325	هجمات إسرائيل على غزة حاضرة بخطاب أردوغان المرتقب بالأمم المتحدة
3332326	Лидеры Кыргызстана и ФРГ обсудили двусторонние отношения
3332327	سانحه رانندگی در نیجریه 36 کشته به جا گذاشت
3332328	Tekirdağ'da sağanak etkili oluyor 
3332329	Число жертв израильских атак на сектор Газа достигло 41 252 человек
3332330	سوودانی: "چاوەڕوان دەکرێت ئەمساڵ کێشەی ڕاگرتنی ھەناردەکردنی نەوت ھەرێمی کوردستان چارەسەر بکرێت"
3332331	Yıl sonunda kaza ve afet eğitimine katılan madenci sayısı 3 bini bulacak
3332332	India's top court halts demolition of properties without its approval
3332334	إعلام عبري: سقوط 3 صواريخ من لبنان بالجليل شمال إسرائيل 
3332335	Coups de feu à Bamako : "Un groupe de terroristes a tenté de s'infiltrer" dans l'école de gendarmerie (FAMa)
3332336	В ряде районов столицы Мали раздались звуки стрельбы 
3332337	Artvin-Hopa kara yolunda çökme meydana geldi
3332338	Tarım ve Orman Bakanı Yumaklı: 2024 yılında çeltik üretimimizde 980 bin ton rekolte bekliyoruz
3332339	مظنون ترور ترامپ در کتابش ایران را به قتل او فراخوانده است
3332340	Almanya'da Alzheimer'dan ölenlerin sayısı 20 yılda yaklaşık iki katına çıktı
3332341	فيدان يتوجه إلى الأردن للمشاركة في اجتماع مجموعة الاتصال بشأن غزة
3332344	Donald Trump launches new cryptocurrency venture
3332345	Svjetska meteorološka organizacija (WMO): Ozonski omotač na putu dugoročnog oporavka
3332346	مالي: هجوم إرهابي يستهدف مدرسة للدرك في باماكو
3332347	Otomobil dergilerinden gelen araba merakıyla oto sanayide çalışmaya başladı
3332348	Премьер Ирака анонсировал скорое завершение миссии коалиции во главе с США
3332350	Van'daki Körzüt Kalesi kalıntısında arkeolojik kazılar sürüyor
3332351	France : la procédure de destitution d’Emmanuel Macron jugée recevable par le Bureau de l’Assemblée nationale
3332352	قالن: السلام الدائم بين أذربيجان وأرمينيا ضروري لاستقرار القوقاز
3332355	Армијата на Мали спречи терористички напад врз жандармериското училиште во Бамако
3332356	الصحة العالمية: مستوى مأساوي للدمار والموت والنزوح والمرض بالسودان 
3332357	Mali, në kryeqytetin Bamako dëgjohen të shtëna armësh
3332358	Zelenskyy: Ukraina rampungkan 90% rencana untuk menang lawan Rusia
3332359	Narin Güran soruşturmasında gözaltına alınan Hediye Güran tutuklandı
3332360	Avrupa Birliği Komisyonunun yeni üyeleri açıklandı
3332361	Tekirdağ'da yetiştirilen 50 yeni üzüm çeşidi tescil için gözlemlenecek
3332362	Turkish president to highlight Gaza war in 14th address to UN General Assembly
3332364	غانتس: عزم نتنياهو تغيير وزير الدفاع عشية حملة بلبنان إهمال أمني
3332365	بررسی ابعاد مسئله فلسطین در کنفرانس بین‌المللی دوحه
3332367	FETÖ'ye yönelik "Kıskaç-28" operasyonlarında 13 şüpheli tutuklandı
3332368	Germany's economic sentiment falls sharply in September
3332369	Gaza : Le bilan des victimes palestiniennes de la guerre menée par Israël s’alourdit à 41 252 tués depuis le 7 octobre
3332370	المغرب.. توقيف 3 موالين لـ"داعش" للاشتباه بتحضيرهم لأعمال إرهابية
3332371	ورود 2 هزار و 881 گردشگر با دو کشتی تفریحی به بودروم 
3332372	Kazakhstan hosts 2nd Germany-Central Asia summit in capital Astana
3332373	Sudan, South Sudan discuss resumption of oil exports after pipeline repair
3332374	Portekiz'deki orman yangınlarında ölü sayısı 4'e çıktı
3332376	سەرۆکی میت کاڵن ڕایگەیاند کە ئاشتی ئەرمینیا لەگەڵ ئازەربایجان یارمەتیدەری سەقامگیری ناوچەکە دەکات
3332379	Türk Kızılaydan Gazze'ye 20 bin kişilik gıda kolisi yardımı
3332381	Bodrum'a iki kruvaziyerle 2 bin 881 yolcu geldi
3332382	Güçlerini birleştiren çiftçiler, devlet desteğiyle kurdukları çiftlikte üretimlerini artırdı
3332383	Intel pauses construction of Germany chip manufacturing plant for two years
3332384	السعودية وبريطانيا تناقشان التعاون في مجال التعدين
3332385	Bakan Uraloğlu: Ülkemizde 2 bin 251 kilometre yüksek hızlı tren ağı tesis ettik
3332386	Maqedonia e Veriut reagon ndaj fotografimit "vetëm me flamuj bullgarë"
3332387	ترکیه به بزرگ‌ترین تأمین‌کننده پهپادهای نظامی در جهان تبدیل شده است
3332388	Türkiye ile İsveç arasında yarın Ankara'da Güvenlik Mekanizması toplantısı yapılacak
3332389	ئیسماعیل قائانی لە بەغدایە
3332390	Kosovë, "Maarif" ndan çmime për nxënësit medalistë të Olimpiadës STEM 2024
3332391	Konut satışlarında ağustosta yılın en yüksek rakamı görüldü    
3332393	Поплавите продолжуваат да прават хаос во Европа
3332394	Tirkiye bû tedarikvanê herî mezin ê cîhanê di warê ÎHA-SÎHAyê da
3332395	Almanya'da 2025'teki seçimlerde Hristiyan Birlik partilerinin Başbakan adayı Friedrich Merz
3332397	Cammu-Keşmir'de yapılacak seçimlerin ilk aşaması yarın başlıyor
3332398	France : la maire de Calais réclame le rétablissement du délit de séjour irrégulier
3332401	Kremlin slams Meta’s ban on Russian state media outlets
3332402	تركيا.. التجارة تظهر إيجابيات الانفتاح على أمريكا اللاتينية والكاريبي
3332405	Procédure de destitution de Macron : Marine Le Pen dénonce « une manœuvre d’enfumage »
3332406	Predsjednica Evropske komisije predstavila komesare za narednih pet godina
3332407	Şanlıurfa'da depremde hasar gören tarihi konaklar restore ediliyor  
3332408	Fransa Cumhurbaşkanı Macron'un azledilmesini talep eden tasarı meclis komisyonunda görüşülecek
3332409	AECSD & AMEDA İstanbul Zirvesi 2024 İstanbul'da düzenlenecek
3332410	Yurdun büyük bölümünde 3 gün sağanak etkili olacak
3332411	La présidente de la Commission européenne dévoile les noms des commissaires désignés pour les 5 prochaines années
3332412	Israel’s full-scale war in Lebanon closer ‘than ever’: report
3332413	İKV Başkanı Zeytinoğlu:  Almanya'nın sınır kontrollerini tekrar getirmesi Schengen Alanı’nın sonu değil
3332415	Türk profesör, dünyada 7 noktada tespit edilen "denizlerin dinozoru"nu anlattı
3332416	ارسال بسته غذایی برای 20 هزار نفر از ترکیه به مردم غزه
3332418	World’s largest contractors generate $500B in revenue last year
3332419	Глава разведслужбы Турции: мир между Арменией и Азербайджаном принесет стабильность в регион
3332420	U toku evakuacija na sjeveru Češke zbog velikih poplava
3332421	مصر: التوصل لصفقة أسرى ووقف حرب غزة "أولوية قصوى"
3332422	حزب‌الله: سه هدف نظامی در شمال اسرائیل را هدف قرار دادیم
3332423	لە گوتارەکەی داھاتووی ئەردۆغان لە نەتەوە یەکگرتووەکان تێشک دەخرێتە سەر ھێرشەکانی ئیسرائیل بۆ سەر غەززە
3332424	EXPLAINER - Indian-administered Kashmir set for first local elections in a decade
3332425	Президент Эрдоган в 14-й раз выступит на Генассамблее ООН
3332426	Menderes, Zorlu ve Polatkan idam edilişlerinin 63. yılında İstanbul'da anıldı
3332427	Avrupa'da meydana gelen sellerde ölü sayısı 20'ye çıktı
3332428	Dünya Sağlık Örgütü: Sudan'daki yıkım, ölüm, yerinden edilme ve hastalık seviyesi trajik
3332430	Di operasyonên "Kiskaç-28"ê yên dijî FETOyê da 13 berşik hatin tewqûfkirin
3332431	Парламент Грузии принял закон о запрете пропаганды ЛГБТ
3332432	Tohumculuk sektöründe yol haritası üretim planlamasıyla çizilecek
3332433	Manisa'da 4 büyüklüğünde deprem meydana geldi
